0,3.82e-07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
86,0.275023,0.482235,-0.130583,0.417332,0.517254,-0.0432268,0.663459,-0.195477,0.212873,-0.851562,-0.201332,0.530711
244,0.778001,0.960108,-0.310728,0.878769,0.986485,-0.0581877,1.28583,-0.409941,0.379907,-1.70003,-0.437171,0.766946
418,1.27924,1.30132,-0.423518,1.16389,1.34211,-0.0508194,1.69663,-0.524461,0.488967,-2.2906,-0.619467,0.932095
595,1.78149,1.55608,-0.528235,1.38678,1.61719,-0.0729129,2.03474,-0.631919,0.560048,-2.70135,-0.724609,1.08565
735,2.28223,1.71017,-0.571589,1.53269,1.79515,-0.0679781,2.25799,-0.726661,0.617739,-2.97899,-0.794042,1.14563
887,2.78495,1.85219,-0.628913,1.6856,1.95355,-0.0778586,2.46218,-0.780741,0.672739,-3.22779,-0.861373,1.24455
