9.58e-07,18055.423113220626
0.022489,16539.492706845114
0.039255,13556.11794356738
0.0581894,12941.468382549927
0.0727362,12670.350250510008
0.0917281,12533.514261839944
0.109637,12463.378887491719
0.127512,12448.806477965616
0.181056,11679.271972925762
0.22392,11677.238670515235
0.31411,11677.148604857422
0.634183,11677.031734545671
1.1478,11676.999957023365
1.65697,11676.991270552047
2.16746,11676.9882542997
2.67205,11676.984735363798
3.17773,11676.982267183632
3.68245,11676.979382942125
4.18796,11676.97679605929
4.70511,11676.974984866934
5.21249,11676.973279691409
5.71622,11676.971860821635
6.21943,11676.971860821635
6.72086,11676.971860821635
7.23869,11676.971860821635
7.74566,11676.971860821635
8.25824,11676.971860821635
8.76585,11676.971860821635
9.2664,11676.971860821635
9.77093,11676.971860821635
10.2834,11676.971860821635
10.7946,11676.971860821635
11.301,11676.971860821635
11.8114,11676.971860821635
12.3168,11676.971860821635
12.8229,11676.971860821635
13.3339,11676.971860821635
13.8352,11676.971860821635
14.3431,11676.971860821635
14.8469,11676.971860821635
15.363,11676.971860821635
15.8635,11676.971860821635
16.3743,11676.971860821635
