0,8.61e-07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
95,0.289592,0.514374,-0.141791,0.454669,0.548482,-0.0499746,0.712071,-0.209541,0.22066,-0.916297,-0.207615,0.5704
246,0.79025,0.965985,-0.317615,0.883415,0.984754,-0.0566404,1.29363,-0.413388,0.382104,-1.70845,-0.442999,0.762729
417,1.2927,1.29997,-0.424328,1.16466,1.33817,-0.051937,1.69348,-0.52517,0.486113,-2.28953,-0.617363,0.929876
581,1.79453,1.53546,-0.530414,1.36812,1.59638,-0.0727521,2.00643,-0.622158,0.561968,-2.68088,-0.717932,1.0697
734,2.29542,1.70864,-0.570993,1.53232,1.79252,-0.0687408,2.25759,-0.725626,0.617473,-2.97762,-0.793982,1.14406
895,2.79801,1.8629,-0.638328,1.69476,1.95621,-0.079497,2.47441,-0.788558,0.677291,-3.24173,-0.863111,1.23285
