0,4.4e-07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
34,0.363681,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999988,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.00999993,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.00999997,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.0100001,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999992,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,0.00999373,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.00916421,-0.028142
84,0.863853,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100069,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.0100035,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999295,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.00999584,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.0100007,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999556,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.00999547,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.00999249,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0100041,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,0.0102497,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0345287,-0.0786239
135,1.37017,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.010022,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.0100118,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00997651,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.00998767,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.0100016,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998588,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.00998457,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.0100133,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.00997655,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0100131,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,0.0107346,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.0572468,-0.123832
188,1.87658,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100444,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.0100238,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00995075,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.00997408,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.0100027,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00997092,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.00996782,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.0100276,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.00995148,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0100263,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,0.0113865,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.077949,-0.165019
240,2.38639,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100734,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.0100388,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00991948,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.00995823,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.0100053,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00995136,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.00994842,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0100446,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0099207,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0100421,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,0.0121125,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.0958698,-0.20066
291,2.89261,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0101078,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.0100566,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00988232,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.00993844,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.0100071,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992859,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.00992476,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.0100648,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.00988438,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0100607,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,0.0128666,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.111472,-0.23168
345,3.40355,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0101495,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.0100779,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00983671,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.00991515,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.0100105,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00990063,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.00989676,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.010089,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.00984033,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0100836,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,0.0136827,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.126205,-0.26096
397,3.90553,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101949,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.0101012,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00978765,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.00988986,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.0100134,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986951,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.00986702,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.0101157,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.00979388,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0101067,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,0.0144699,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.138945,-0.286272
447,4.40917,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0102409,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.0101252,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00973532,0.00986426,0.00986426
