4.4e-07,0.270866,71.9279,0.0316228
0.363681,0.227351,71.9207,0.0834495
0.863853,0.176733,71.9114,0.110453
1.37017,0.138763,71.9031,0.0989394
1.87658,0.110262,71.8956,0.0901749
2.38639,0.0900351,71.8893,0.0780742
2.89261,0.0754949,71.8838,0.0679875
3.40355,0.0641162,71.8786,0.0642135
3.90553,0.0559123,71.8742,0.0555407
4.40917,-nan,-nan,-nan
